# Force        
# CofR         : (0.0000000e+00 0.0000000e+00 0.0000000e+00)
#
# Time         	(total_x total_y total_z)	(pressure_x pressure_y pressure_z)	(viscous_x viscous_y viscous_z)	(porous_x porous_y porous_z)
104            	(7.6917143e-01 2.0770104e-03 1.9287004e-04)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(7.6917143e-01 2.0770104e-03 1.9287004e-04)
105            	(7.6917201e-01 2.0769714e-03 1.9285308e-04)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(7.6917201e-01 2.0769714e-03 1.9285308e-04)
106            	(7.6917242e-01 2.0769868e-03 1.9284365e-04)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(7.6917242e-01 2.0769868e-03 1.9284365e-04)
107            	(7.6917270e-01 2.0770501e-03 1.9284217e-04)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(7.6917270e-01 2.0770501e-03 1.9284217e-04)
108            	(7.6917286e-01 2.0771503e-03 1.9284749e-04)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(7.6917286e-01 2.0771503e-03 1.9284749e-04)
109            	(7.6917292e-01 2.0772771e-03 1.9285807e-04)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(7.6917292e-01 2.0772771e-03 1.9285807e-04)
110            	(7.6917291e-01 2.0774196e-03 1.9287229e-04)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(7.6917291e-01 2.0774196e-03 1.9287229e-04)
111            	(7.6917285e-01 2.0775667e-03 1.9288845e-04)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(7.6917285e-01 2.0775667e-03 1.9288845e-04)
112            	(7.6917277e-01 2.0777053e-03 1.9290488e-04)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(7.6917277e-01 2.0777053e-03 1.9290488e-04)
113            	(7.6917268e-01 2.0778312e-03 1.9292030e-04)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(7.6917268e-01 2.0778312e-03 1.9292030e-04)
114            	(7.6917260e-01 2.0779386e-03 1.9293381e-04)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(7.6917260e-01 2.0779386e-03 1.9293381e-04)
115            	(7.6917254e-01 2.0780223e-03 1.9294455e-04)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(7.6917254e-01 2.0780223e-03 1.9294455e-04)
116            	(7.6917252e-01 2.0780801e-03 1.9295174e-04)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(7.6917252e-01 2.0780801e-03 1.9295174e-04)
117            	(7.6917254e-01 2.0781156e-03 1.9295533e-04)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(7.6917254e-01 2.0781156e-03 1.9295533e-04)
118            	(7.6917260e-01 2.0781319e-03 1.9295550e-04)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(7.6917260e-01 2.0781319e-03 1.9295550e-04)
119            	(7.6917272e-01 2.0781285e-03 1.9295230e-04)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(7.6917272e-01 2.0781285e-03 1.9295230e-04)
120            	(7.6917288e-01 2.0781081e-03 1.9294597e-04)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(7.6917288e-01 2.0781081e-03 1.9294597e-04)
