# Moment       
# CofR         : (0.0000000e+00 0.0000000e+00 0.0000000e+00)
#
# Time         	(total_x total_y total_z)	(pressure_x pressure_y pressure_z)	(viscous_x viscous_y viscous_z)	(porous_x porous_y porous_z)
106            	(5.7984525e-02 3.1522201e-03 2.4661389e-04)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(5.7984525e-02 3.1522201e-03 2.4661389e-04)
107            	(5.7984526e-02 3.1522244e-03 2.4718083e-04)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(5.7984526e-02 3.1522244e-03 2.4718083e-04)
108            	(5.7984527e-02 3.1521658e-03 2.4808497e-04)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(5.7984527e-02 3.1521658e-03 2.4808497e-04)
109            	(5.7984527e-02 3.1520586e-03 2.4923040e-04)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(5.7984527e-02 3.1520586e-03 2.4923040e-04)
110            	(5.7984527e-02 3.1519184e-03 2.5051543e-04)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(5.7984527e-02 3.1519184e-03 2.5051543e-04)
111            	(5.7984527e-02 3.1517611e-03 2.5183925e-04)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(5.7984527e-02 3.1517611e-03 2.5183925e-04)
112            	(5.7984528e-02 3.1516025e-03 2.5308247e-04)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(5.7984528e-02 3.1516025e-03 2.5308247e-04)
113            	(5.7984528e-02 3.1514545e-03 2.5420688e-04)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(5.7984528e-02 3.1514545e-03 2.5420688e-04)
114            	(5.7984528e-02 3.1513253e-03 2.5516067e-04)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(5.7984528e-02 3.1513253e-03 2.5516067e-04)
115            	(5.7984528e-02 3.1512229e-03 2.5589639e-04)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(5.7984528e-02 3.1512229e-03 2.5589639e-04)
116            	(5.7984529e-02 3.1511545e-03 2.5639545e-04)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(5.7984529e-02 3.1511545e-03 2.5639545e-04)
117            	(5.7984529e-02 3.1511208e-03 2.5669219e-04)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(5.7984529e-02 3.1511208e-03 2.5669219e-04)
118            	(5.7984530e-02 3.1511195e-03 2.5681600e-04)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(5.7984530e-02 3.1511195e-03 2.5681600e-04)
119            	(5.7984530e-02 3.1511502e-03 2.5676273e-04)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(5.7984530e-02 3.1511502e-03 2.5676273e-04)
120            	(5.7984531e-02 3.1512106e-03 2.5655690e-04)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(0.0000000e+00 0.0000000e+00 0.0000000e+00)	(5.7984531e-02 3.1512106e-03 2.5655690e-04)
