e1x,e1y,e1z,e2x,e2y,e2z
-0.9871493791235391,-0.0029777539529784115,-0.15977225507424436,-0.9971606020969345,-0.0016456222017077922,0.07528629060624814
-0.9868730224540772,-0.08089059436743307,-0.13524290418471605,-0.9968887147831654,0.02399044394030125,0.0750822811155599
-0.9727150673215995,-0.1394831008903676,-0.17154304354698896,-0.9960428998031386,0.04915901564456064,0.07404007653029876
-0.9620400979633575,-0.20468126227624364,-0.14708743325543377,-0.9946080133369977,0.07399725673702562,0.07265883154321538
-0.9300608091666703,-0.30280527893522324,-0.15352170927815156,-0.9927395317806172,0.09753075596464951,0.07039867669896085
-0.8925507466683816,-0.37037147095509815,-0.18605646798557018,-0.9905285591920616,0.11961067428357697,0.06742744265005648
-0.8577841248727995,-0.415980132835016,-0.21549868724780197,-0.9880374636884324,0.1403664014523141,0.06386895718154198
-0.8192617974413212,-0.4556736422174641,-0.24952700695827265,-0.9853263481352197,0.15984679857720896,0.059841362410369275
-0.783097806101127,-0.4685217509363412,-0.30234070171258776,-0.9824529642698032,0.17801564346039503,0.055647135423651184
-0.6713533335119449,-0.5180590997517247,-0.42853998652732306,-0.979244180577679,0.19580137034488151,0.05237039407734596
-0.6347030555716284,-0.5621204556013365,-0.4068176488111712,-0.9766454533913255,0.20956448024452595,0.047396065130916494
-0.7810888380782411,-0.4559962264185245,-0.08377132718069498,-0.9736201353584826,0.2238796272008152,0.04406523061274108
-0.6654163683071835,0.005921907879677363,0.5240208111449894,-0.9691212373429497,0.24288057764311788,0.042579952261779144
0.31458863800501086,0.5760167054446552,0.6096408942736509,-0.9605879010676628,0.2771384601680684,0.021567526935052823
0.5545672471337669,0.8298343334562371,0.06044836375228098,-0.9654637695392972,0.2604610599952096,0.006304437575425463
0.5839120535092096,0.8116119934861843,-0.018236607552763847,-0.9670849694206813,0.2544422341417959,0.00241068569732457
0.6091717680786448,0.7875196824992658,-0.09333882013034028,-0.9654775690969198,0.2604802071680243,-0.0017678360798716848
0.5015813786265392,0.6940470846617031,-0.4118805873093519,-0.9606203088008879,0.2771160871415633,-0.020378826429316932
-0.22508605170314006,0.34890163157656495,-0.7583696372478781,-0.9645087870315311,0.26176246696585304,-0.03468732660375004
-0.7608397617012737,-0.14252479511201194,-0.403236292734077,-0.969666988411566,0.2407322011831834,-0.04235491586986636
-0.7907105036938983,-0.4205616923753684,0.1525693956846651,-0.9739050270724098,0.22242281127265576,-0.04513414747901307
-0.6616571223024645,-0.4591606036524267,0.4687777455199662,-0.9772298221336957,0.20640078700461054,-0.0491994904081629
-0.6080067583291647,-0.42002562825449896,0.5813339974061528,-0.9803658345963869,0.18972356959027728,-0.053738231251622165
-0.654300844725817,-0.4149321111185518,0.5350808959401638,-0.9834133951914499,0.17171023942014313,-0.05842677328333456
