e1x,e1y,e1z,e2x,e2y,e2z
-0.9215632373720763,-0.04829708273956149,-0.018558254634812008,0.0016051241823740352,-0.3852244532630123,0.9228215126364212
-0.9144870584554059,-0.09611646293931295,-0.02298271012684754,0.01815700099693569,-0.3926295730796945,0.9195174504369421
-0.9002657026162023,-0.19135738233754707,-0.06615953723800287,0.015415361471885458,-0.39074139247778783,0.9203714091795825
-0.8705145535518064,-0.28284732430637693,-0.13599173837477357,-0.012189010007314911,-0.40257363761676634,0.9153064483171994
-0.8333670561530133,-0.37103891879045064,-0.190382536552874,-0.02637983807034283,-0.4088354256850241,0.9122267803832157
-0.793481355334185,-0.45811667409913964,-0.2043165858420813,-0.0046267382249445075,-0.4006341898819251,0.9162264126246588
-0.7437226577149475,-0.5403461398710847,-0.2281415019666095,0.003937626747304159,-0.3935733159288328,0.9192847981362371
-0.6847569911861313,-0.6165579642252127,-0.25692660404075685,0.004095448279735931,-0.3885359345049004,0.9214244705355896
-0.6160562345088918,-0.6841997638841235,-0.2890404079240612,0.0015202899208427573,-0.39032836756974293,0.9206744561401149
-0.5392535355462713,-0.7422188168760462,-0.32207578236852485,-0.0002993730698250573,-0.3979081594042153,0.9174252051558833
-0.4575269672759844,-0.7924599531549087,-0.3504213318464558,-0.002263721015402079,-0.40334393138246427,0.915045653825044
-0.37253166635099705,-0.8367198220681548,-0.3673599065699723,-0.0016428571822981073,-0.40141290207160063,0.9158957271822673
-0.2826435553698438,-0.869887417250451,-0.38533690122288605,-0.002891596223236839,-0.40424632300223345,0.9146455865582339
-0.18971617836190005,-0.892544444976577,-0.40095590011189575,-0.0038594522086989585,-0.4091118892242757,0.9124760636444074
-0.0952355660497875,-0.90610588440187,-0.41030874092255165,-0.0037470390248201236,-0.412193963655895,0.9110884128470679
-1.2090719684003216e-15,-0.9106814183000963,-0.41309739092968706,-0.0031467876127389298,-0.41311635514048517,0.9106728143758113
0.09523024031839115,-0.9060552134523677,-0.40977899785696553,-0.0024837669023771718,-0.41231614690372775,0.9110374448421088
0.18970918040783624,-0.8925115221911901,-0.3997742583848107,-0.0022346875741778315,-0.4091991588039051,0.9124423568673378
0.2824858349609789,-0.8694020037446115,-0.3846251713451397,-0.002959034070989223,-0.40539893905555946,0.9141350799143382
0.3720061898323913,-0.8355395824835448,-0.3680281727470173,-0.0032846745396668555,-0.4043382225214786,0.9146036369495475
0.45747696030308566,-0.792373338537114,-0.3476211506500279,-0.0037114682239834224,-0.4035602806567519,0.9149455311000027
0.5396276596007625,-0.7427337544606618,-0.3174418610790324,-0.0055077574363092555,-0.3964001593425402,0.9180613150989598
0.6158489771734257,-0.6839695812935649,-0.2854244447684198,-0.007655252614460748,-0.39098754868861463,0.9203641311339099
0.6842047145904123,-0.6160606921448576,-0.253682487147195,-0.009949099836571827,-0.3901895103625738,0.9206808140802418
0.7446318918583937,-0.5410067371442119,-0.21985207208742175,-0.012146940800030114,-0.3907692857192625,0.9204085055928471
0.7969365831471441,-0.46011155080706506,-0.1825343726516112,-0.01503342911838482,-0.39112201025204607,0.9202160447989054
0.8397999984162324,-0.37390304921696976,-0.14516479135236732,-0.01619817177202668,-0.39329827950104324,0.9192682321133279
0.8724077712663731,-0.28346246803109687,-0.11341591923156395,-0.010084184818525684,-0.39807787691490865,0.9172961970527648
0.8966277196272523,-0.19058410518200197,-0.08851925095356039,0.005554059462619601,-0.3996485364720111,0.9166516239658693
0.9146049975886138,-0.09612885884171653,-0.06334561513583592,0.022484712608500646,-0.39212672739211124,0.9196363777948685
0.9206564737509398,-1.2223154141174502e-15,-0.027388142252555744,0.02738688136558676,-0.38942888285259064,0.92064928389113
0.915276659467867,0.09619945334989395,0.021397670594687303,0.01954425919956868,-0.39069860427327197,0.9203111552900233
0.9000766624668517,0.19131720061338203,0.07511203772441541,0.006408764600478766,-0.39144858410114153,0.9201776642265922
0.8757645757641085,0.2845531599288142,0.10786026209752278,0.013221140961376499,-0.38974827651886546,0.9208265213286667
0.8431515436349767,0.375395253288463,0.14065377113962663,0.01724569563953022,-0.38456333828290584,0.9229374977920314
0.7902594049323028,0.45625648016729825,0.20345863109895032,0.0012278121642056079,-0.40906459501701303,0.9125046024984512
0.731341846361811,0.5313509538918183,0.2616108650560199,-0.01287333079769704,-0.42738393531963004,0.9039785667729514
0.6655533341542123,0.5992669137683642,0.31887835486424376,-0.029400160259755417,-0.4439280477739615,0.8955799902723933
0.5967332963510559,0.6627394669427591,0.3598053013987856,-0.03693503792857484,-0.45093245584097436,0.891793542947269
0.526062980684829,0.7240635756437743,0.3802772823212805,-0.034867700121516264,-0.4447375463897058,0.8949819877067361
0.4469100556358262,0.7740709227746857,0.40477649909891533,-0.035265901556584024,-0.4470567890578378,0.8938101272332382
0.36476958588253255,0.8192859038939806,0.4155195937505356,-0.030291421210003475,-0.44137349709329715,0.8968120571584166
0.2735358586104306,0.8418568088724143,0.45146505592966374,-0.03260872185288763,-0.4641265077629361,0.8851684902044934
0.1846567704108926,0.8687418019941309,0.45581364519088463,-0.03753769821246731,-0.4580405441650064,0.8881383794848269
0.09411792574363821,0.8954722472004376,0.43476169947322885,-0.029609333155660663,-0.4340660647478863,0.9003943240738255
1.2204856003940359e-15,0.9192782453241687,0.39358539622586475,0.004249554929852021,-0.3936067600031336,0.9192690899637243
-0.0939916520912839,0.894270833650958,0.4375132934568178,0.040532865421876306,-0.43568462893102894,0.8991862937867345
-0.1849559759657846,0.8701494534566084,0.4534346509380221,0.040450359541227186,-0.45498922181891543,0.8895777517685586
-0.27554920547969786,0.8480532533865887,0.4402162830566442,0.03589099670106097,-0.45122996376355184,0.8916856823779039
-0.3653526910256588,0.8205955794884946,0.4134107113981851,0.031938237656609005,-0.43833340957534805,0.8982448279981579
-0.44628602350987384,0.7729900674269797,0.40837967705439,0.03864567412074891,-0.449266285435999,0.8925616598545404
-0.5247119609600075,0.7222040565203335,0.3858978099859868,0.038513275555830194,-0.4490364720600229,0.8926830200949545
-0.5999567764069534,0.6663195042341428,0.3492627246423697,0.031430479560766764,-0.44170219429759516,0.8966110062380841
-0.6704863259125476,0.6037085994980597,0.3047651271845314,0.02231687590083682,-0.43070134806117755,0.9022185465996091
-0.732072563867558,0.5318818512357019,0.2628694491808337,0.015894024780316613,-0.4253654522283929,0.9048820984121729
-0.7868468746133022,0.45428625486900476,0.21725026201831757,0.009750290905237633,-0.41763362559340306,0.90856319901313
-0.8392685200858254,0.37366641981865295,0.1551335011232584,-0.006016205834965161,-0.39494250991783963,0.9186861374414814
