e1x,e1y,e1z,e2x,e2y,e2z
-0.32702623676915243,0.017566259491347016,0.9448288472109995,-0.9999086045968942,-0.004027120049657913,0.012905996947060688
-0.10868436455930668,-0.07086567422264811,0.9904111351107351,-0.9997229960113992,0.01777703112604392,0.015424279896825103
-0.052480063878249696,-0.009295470663700935,0.9947752716118559,-0.9990824971404998,0.039729350695634026,0.015991954252260066
-0.06922269731805741,-0.03151064525580361,0.9881533849048322,-0.9979789501573001,0.061560865371627235,0.015756741339180955
-0.09847115995686626,-0.11109959572521719,0.9722382085061577,-0.9964341149944268,0.08274536504950851,0.016500273879457537
-0.0429345447668339,-0.10286618932935254,0.9666794030418108,-0.9945489592292371,0.10262598916702151,0.018446518466409545
0.09778266174521297,0.07732006973848787,0.9441991263176976,-0.9924076826758412,0.12150366424229804,0.019074877238441628
0.2828646647619908,0.34221151963960916,0.7951999869221142,-0.9900859678587751,0.13950954126062595,0.01633597705685515
0.42535781502553294,0.5565085613228544,0.5255391731728365,-0.9878519920560139,0.15499798461447076,0.011138516796114693
0.4200727887493345,0.5847069054212906,0.45479720798577955,-0.9859179218382076,0.1671255343312673,0.005908229237102354
0.3070076077350134,0.376031712896296,0.5583409413380858,-0.9837113378943093,0.1797455649354958,0.0018803149224600356
0.08566079255115125,0.04625318871656186,0.6227578512742793,-0.9810238498573205,0.19387325361606605,0.0023167959431654728
0.015547365803005982,0.05321046319201603,0.7157273475961239,-0.9778289819920771,0.2093331835967625,0.005486366883658741
0.18959201794745145,0.3881375624234655,0.6803469146340585,-0.9720596737805064,0.23471883876964508,0.002656564767663097
0.22763871513093886,0.9490536683250753,0.11504099992277911,-0.9731784440488759,0.22998741396111283,0.0054318926801541845
0.2094102817235293,0.9767758702693162,-0.044201985148332255,-0.9754687327089755,0.22013708750157274,0.0006435941815279019
0.2657030826290049,0.9321469459153491,-0.21044593002101553,-0.9734884848779989,0.22869693081507514,-0.004228905969976996
0.25533528918380194,0.5595218439735896,-0.540864394431236,-0.9727354642632708,0.23191738162566974,-0.00021133956645332972
0.16735055910461155,0.33969927989942267,-0.5907836479400191,-0.9753247982884807,0.22071125341614506,-0.005299099830027698
0.1535631281716195,0.3004165223628408,-0.5606350215275754,-0.9784059004583682,0.20644655942957554,-0.010085239111730862
0.16433592817791434,0.32252934205785916,-0.6506693164762914,-0.981041177064361,0.19321759757811277,-0.015005628621145009
0.19282836688948216,0.3971707153040639,-0.7041602467171115,-0.9836803720043324,0.17868604785966904,-0.02107657547398018
0.2111351277356736,0.45568027590706683,-0.723150979047123,-0.985933870318159,0.16444143756277776,-0.029890081494413318
0.13697680158544925,0.36542378952262305,-0.8134579195012144,-0.9880282926466529,0.1492319717091403,-0.039114083774798865
